TICKER,Sector,Industry
EFX,Industrials,Commercial & Professional Services
TASY,Information Technology,Software
TURN,Financials,Diversified Financials
CCGGY,Consumer Staples,Beverages Tobacco
EQT,Energy,Oil & Gas Exploration & Production 
INN,Real Estate,Real Estate
UBSFY,Information Technology,Software
LBTI,Materials,Chemicals
ERIC,Information Technology,Communications Equipment
ESCA,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
ESP,Industrials,Electrical Equipment
SGTSY,Industrials,Industrial Machinery
NEU,Materials,Specialty Chemicals 
GLPG,Health Care,Biotechnology Life Sciences
SYVN,Consumer Staples,Household & Personal Products
VLPNY,Materials,Aluminum Steel
KZMYY,Materials,Precious Metals Gold Mining 
CZMWY,Health Care,Health Crare Equipment & Technology
ROHCY,Information Technology,Semiconductors
SILXY,Information Technology,Semiconductors
AMDLY,Industrials,Industrial Machinery
SKHHY,Health Care,Health Care Providers (non-HMO)
ANIOY,Materials,Aluminum Steel
PRYMY,Industrials,Electrical Equipment
UPNRY,Industrials,Building Products
MZDAY,Consumer Discretionary,Auotomobiles & Components
KINS,Financials,Insurance Brokers & Reinsurance
ACRX,Health Care,Pharmaceuticals
BNDSY,Financials,Banks
RCPIQ,Health Care,Pharmaceuticals
SUTNY,Financials,Banks
EXPD,Industrials,Transportation Air Freight & Marine
LWLW,Information Technology,Communications Equipment
STWD,Financials,Diversified Financials
BOOM,Industrials,Oil & Gas Equipment & Services 
IIIN,Industrials,Building Products
MCET,Health Care,Biotechnology Life Sciences
PXYN,Industrials,Airlines
XOM,Energy,Coal & Consumable Fuels 
EZPW,Financials,Diversified Financials
EFGSY,Industrials,Construction & Engineering
NXGPY,Consumer Discretionary,Distributors Multiline Retail
XXFPL,Real Estate,Real Estate
FMC,Materials,Chemicals
FNB,Financials,Banks
CHBAY,Financials,Banks
NPTN,Information Technology,Semiconductors
CRYO,Health Care,Biotechnology Life Sciences
SKBSY,Industrials,Construction & Engineering
NEE,Utilities,Electric Utilities
BIP,Utilities,Multi-Utilities Water Utilities Power
FRPH,Real Estate,Real Estate
CIADY,Consumer Staples,Food Products
STRNY,Utilities,Multi-Utilities Water Utilities Power
USSJY,Consumer Discretionary,Specialty Retail
NYRSY,Materials,Precious Metals Gold Mining 
FCGN,Information Technology,Computers Electronics
NIOCF,Materials,Precious Metals Gold Mining 
BLGPY,Materials,Precious Metals Gold Mining 
EXPO,Industrials,Commercial & Professional Services
FICO,Information Technology,Software
FRFHF,Financials,Life Health & Multi-line Insurance
BCRD,Information Technology,Internet Software & IT Services
GUYGF,Materials,Precious Metals Gold Mining 
SWGAY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
IDKOY,Energy,Coal & Consumable Fuels 
EACO,Information Technology,Computers Electronics
TNABY,Utilities,Electric Utilities
FARM,Consumer Staples,Food Products
UCLQF,Materials,Construction Materials 
FAST,Industrials,Trading Companies & Distributors
FDX,Industrials,Transportation Air Freight & Marine
FMCC,Financials,Banks
GIVSY,Financials,Diversified Financials
TYOYY,Information Technology,Computers Electronics
CITAY,Industrials,Trading Companies & Distributors
MRTPY,Consumer Discretionary,Restaurants
CBGPY,Financials,Banks
PTNDY,Materials,Precious Metals Gold Mining 
LNNGY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
NZEOY,Energy,Oil & Gas Exploration & Production 
TGOSY,Consumer Discretionary,Auotomobiles & Components
BGMO,Utilities,Multi-Utilities Water Utilities Power
SENR,Industrials,Commercial & Professional Services
TGLVY,Health Care,Health Crare Equipment & Technology
SMWPY,Consumer Discretionary,Distributors Multiline Retail
HLFDY,Consumer Discretionary,Specialty Retail
SGGKY,Industrials,Aerospace & Defense 
HYFXY,Utilities,Multi-Utilities Water Utilities Power
YGYI,Consumer Staples,Household & Personal Products
HMSNF,Real Estate,Real Estate
CCOJY,Consumer Staples,Beverages Tobacco
ASXFY,Financials,Diversified Financials
FNMA,Financials,Banks
FRT,Real Estate,Real Estate
HII,Industrials,Aerospace & Defense 
FSCR,Consumer Discretionary,Auotomobiles & Components
FSS,Industrials,Construction & Farm Machinery
AJOY,Health Care,Health Care Providers (non-HMO)
ABCM,Health Care,Biotechnology Life Sciences
BTVCY,Consumer Staples,Beverages Tobacco
SVNDY,Consumer Staples,Food & Stapes Retailing
EKTAY,Health Care,Health Crare Equipment & Technology
YMDAF,Consumer Discretionary,Specialty Retail
SAPMY,Energy,Oil & Gas Equipment & Services 
CMPRF,Financials,Diversified Financials
CWNOF,Information Technology,Software
TKFHY,Industrials,Construction & Engineering
DKTS,Consumer Staples,Beverages Tobacco
PBMRY,Energy,Coal & Consumable Fuels 
ERELY,Materials,Aluminum Steel
WSCO,Industrials,Commercial & Professional Services
ASTVF,Consumer Staples,Food Products
PTAUY,Industrials,Transportation Air Freight & Marine
SKLTY,Information Technology,Internet Software & IT Services
SHWDY,Materials,Chemicals
FOE,Materials,Specialty Chemicals 
QSMG,Consumer Discretionary,Distributors Multiline Retail
MAOMF,Materials,Precious Metals Gold Mining 
TAVHY,Industrials,Transportation Air Freight & Marine
LUSI,Consumer Staples,Food Products
AGRDF,Materials,Precious Metals Gold Mining 
SRNA,Industrials,Building Products
SBMSF,Materials,Chemicals
QUAD,Industrials,Commercial & Professional Services
ARZTY,Consumer Staples,Food Products
ETPHF,Materials,Precious Metals Gold Mining 
ACGBY,Financials,Banks
HYMLF,Consumer Discretionary,Auotomobiles & Components
USCR,Materials,Construction Materials 
SONVY,Health Care,Health Crare Equipment & Technology
SECVY,Industrials,Commercial & Professional Services
LGDTF,Materials,Precious Metals Gold Mining 
CLVLF,Health Care,Biotechnology Life Sciences
FMGDF,Materials,Precious Metals Gold Mining 
MLLUY,Industrials,Construction & Engineering
CMPVF,Health Care,Health Crare Equipment & Technology
SCGPY,Industrials,Commercial & Professional Services
SPSTY,Industrials,Transportation Air Freight & Marine
CLBS,Health Care,Biotechnology Life Sciences
SEPGY,Consumer Discretionary,Apparel & Textiles
CTAGY,Information Technology,Internet Software & IT Services
AVDWF,Consumer Discretionary,Specialty Retail
SGSOY,Industrials,Commercial & Professional Services
CRDE,Energy,Coal & Consumable Fuels 
PTITF,Communication Services,Wireless Telecommunication Services
MTSFY,Real Estate,Real Estate
TNYBF,Consumer Staples,Beverages Tobacco
OUTKY,Materials,Aluminum Steel
SPHRY,Health Care,Pharmaceuticals
RRTS,Industrials,Road & Rail
ACKAY,Consumer Discretionary,Household Durables (non-Homebuilding)
RNRTY,Industrials,Industrial Conglomerates
KKOYF,Consumer Staples,Food & Stapes Retailing
TCEHY,Information Technology,Internet Software & IT Services
APNHY,Health Care,Pharmaceuticals
NTXFY,Financials,Diversified Financials
FITB,Financials,Banks
SSNC,Information Technology,Software
BCNAY,Information Technology,Computers Electronics
ERMAY,Materials,Precious Metals Gold Mining 
CMTOY,Materials,Construction Materials 
CMTSY,Materials,Construction Materials 
CMTRY,Materials,Construction Materials 
FLAF,Consumer Staples,Food Products
TRUMY,Health Care,Health Crare Equipment & Technology
ZSYC,Information Technology,Internet Software & IT Services
SHWGY,Health Care,Health Crare Equipment & Technology
GCPEF,Information Technology,Semiconductor Equipment
EESI,Financials,Diversified Financials
OSN,Materials,Aluminum Steel
FNDOY,Real Estate,Real Estate
CGKEY,Utilities,Electric Utilities
SPBV,Consumer Staples,Beverages Tobacco
SHPNF,Energy,Oil & Gas Exploration & Production 
BGAOF,Communication Services,Diversified Telecommunication Services
SGBLY,Financials,Banks
TAK,Health Care,Pharmaceuticals
RF,Financials,Banks
TBNK,Financials,Banks
BUSC,Energy,Coal & Consumable Fuels 
EENEF,Industrials,Trading Companies & Distributors
TGOPY,Financials,Diversified Financials
TXIC,Consumer Discretionary,Auotomobiles & Components
ACRB,Materials,Chemicals
PNTZF,Materials,Precious Metals Gold Mining 
GWPRF,Health Care,Pharmaceuticals
FBNC,Financials,Banks
MKTDF,Information Technology,Internet Software & IT Services
WLMS,Industrials,Construction & Engineering
FCFS,Financials,Diversified Financials
FCNCA,Financials,Banks
FCNCB,Financials,Banks
SPSC,Information Technology,Software
NWRLY,Consumer Discretionary,Distributors Multiline Retail
NWHAF,Materials,Precious Metals Gold Mining 
RSMDF,Health Care,Health Crare Equipment & Technology
CAOVY,Real Estate,Real Estate
PDGRY,Consumer Discretionary,Homebuilding
PRTT,Health Care,Pharmaceuticals
BCSO,Financials,Banks
SUCEF,Materials,Construction Materials 
UMAM,Consumer Staples,Food Products
FBP,Financials,Banks
TGVSF,Financials,Insurance Brokers & Reinsurance
XYL,Industrials,Industrial Machinery
MTB,Financials,Banks
BAFYY,Industrials,Construction & Engineering
HEAR,Information Technology,Computers Electronics
PCLB,Financials,Banks
SWPIF,Health Care,Pharmaceuticals
INM,Health Care,Pharmaceuticals
OGFGY,Energy,Electric Utilities
GBCI,Financials,Banks
FFBC,Financials,Banks
NZERF,Energy,Oil & Gas Exploration & Production 
FHRT,Real Estate,Real Estate
SHMP,Consumer Staples,Food Products
BYDC,Consumer Discretionary,Specialty Stores
GYST,Materials,Precious Metals Gold Mining 
NGPHF,Materials,Precious Metals Gold Mining 
HWAL,Industrials,Commercial & Professional Services
NTCPF,Materials,Precious Metals Gold Mining 
REEMF,Materials,Precious Metals Gold Mining 
LIVX,Communication Services,Media
UBIA,Information Technology,Software
ASPCF,Health Care,Pharmaceuticals
PVL,Energy,Oil & Gas Exploration & Production 
ILKAF,Materials,Precious Metals Gold Mining 
FLIC,Financials,Banks
FMBI,Financials,Banks
TUWOY,Energy,Oil & Gas Exploration & Production 
VDPHD,Information Technology,Software
NMFC,Financials,Diversified Financials
GRPN,Consumer Discretionary,Internet & Catalog Retail
UBUH,Communication Services,Media
USB,Financials,Banks
THTX,Health Care,Biotechnology Life Sciences
VRCV,Materials,Precious Metals Gold Mining 
DETNF,Energy,Oil & Gas Exploration & Production 
FRPC,Consumer Staples,Food Products
POOSF,Energy,Oil & Gas Equipment & Services 
FSEI,Energy,Oil & Gas Equipment & Services 
SRCE,Financials,Banks
MNST,Consumer Staples,Beverages Tobacco
FHN,Financials,Banks
NWYU,Consumer Staples,Household & Personal Products
ITEC,Materials,Precious Metals Gold Mining 
FISV,Information Technology,Internet Software & IT Services
VAC,Consumer Discretionary,Hotels Leisure & Consumer Services
CHWWF,Financials,Diversified Financials
XCRP,Health Care,Health Crare Equipment & Technology
WERU,Industrials,Road & Rail
NGTF,Consumer Staples,Household & Personal Products
BKBEF,Energy,Oil & Gas Exploration & Production 
LUMO,Health Care,Biotechnology Life Sciences
CVSI,Consumer Staples,Household & Personal Products
FAME,Materials,Chemicals
JGCCY,Industrials,Construction & Engineering
CUPUF,Utilities,Electric Utilities
ACGPF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
RHNO,Energy,Coal & Consumable Fuels 
SRBIF,Materials,Precious Metals Gold Mining 
JEHLY,Consumer Discretionary,Auotomobiles & Components
FLXS,Consumer Discretionary,Household Durables (non-Homebuilding)
FCNE,Consumer Discretionary,Hotels Leisure & Consumer Services
CSOD,Information Technology,Software
MAGP,Industrials,Construction & Farm Machinery
VALV,Industrials,Industrial Machinery
FLO,Consumer Staples,Food Products
FLR,Industrials,Construction & Engineering
FONR,Health Care,Health Crare Equipment & Technology
AXFOF,Consumer Staples,Food & Stapes Retailing
GKSDF,Industrials,Industrial Conglomerates
SZEVF,Utilities,Multi-Utilities Water Utilities Power
SLNCF,Health Care,Biotechnology Life Sciences
JACK,Consumer Discretionary,Restaurants
CALB,Financials,Banks
F,Consumer Discretionary,Auotomobiles & Components
GYOG,Consumer Discretionary,Distributors Multiline Retail
SNMCY,Financials,Insurance Brokers & Reinsurance
SZSAY,Utilities,Multi-Utilities Water Utilities Power
HTSUF,Health Care,Pharmaceuticals
CRVL,Health Care,Health Care Providers (non-HMO)
MDVL,Consumer Staples,Food & Stapes Retailing
ATHJY,Health Care,Pharmaceuticals
FORD,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
SLRC,Financials,Diversified Financials
FSTR,Industrials,Industrial Machinery
SRHBF,Communication Services,Wireless Telecommunication Services
FOR,Real Estate,Real Estate
VC,Consumer Discretionary,Auotomobiles & Components
FMNJ,Materials,Precious Metals Gold Mining 
AIXXF,Information Technology,Semiconductor Equipment
BTHR,Consumer Staples,Food Products
FELE,Industrials,Industrial Machinery
LGBI,Health Care,Health Crare Equipment & Technology
RBNC,Financials,Banks
QBIEY,Financials,Insurance Brokers & Reinsurance
KMNCF,Industrials,Commercial & Professional Services
HALFF,Financials,Diversified Financials
JGSHF,Industrials,Industrial Conglomerates
SZGPY,Materials,Aluminum Steel
SAXPY,Financials,Life Health & Multi-line Insurance
VSCFF,Consumer Staples,Food Products
BEN,Financials,Diversified Financials
TACBY,Consumer Discretionary,Hotels Leisure & Consumer Services
NBGIF,Financials,Banks
GTBAF,Materials,Precious Metals Gold Mining 
VLLX,Financials,Banks
PXCE,Energy,Coal & Consumable Fuels 
AGTX,Materials,Precious Metals Gold Mining 
CRSB,Financials,Banks
FCX,Materials,Precious Metals Gold Mining 
TRUX,Financials,Banks
FRCH,Consumer Discretionary,Distributors Multiline Retail
FEIM,Information Technology,Computers Electronics
FRD,Materials,Aluminum Steel
WARFF,Real Estate,Real Estate
OLCLF,Consumer Discretionary,Hotels Leisure & Consumer Services
VIVHY,Communication Services,Media
CLIS,Information Technology,Software
FUJIY,Information Technology,Computers Electronics
FUL,Materials,Specialty Chemicals 
FULT,Financials,Banks
WTM,Financials,Insurance Brokers & Reinsurance
CEFB,Financials,Banks
BZLYF,Financials,Insurance Brokers & Reinsurance
CMUV,Financials,Banks
HCHC,Industrials,Construction & Engineering
VASO,Health Care,Health Crare Equipment & Technology
GM,Consumer Discretionary,Auotomobiles & Components
SBBI,Financials,Banks
GATX,Industrials,Trading Companies & Distributors
ECHO,Industrials,Transportation Air Freight & Marine
BWFG,Financials,Banks
EOSI,Information Technology,Internet Software & IT Services
VRTS,Financials,Diversified Financials
SUOPY,Information Technology,Semiconductor Equipment
SCGY,Consumer Discretionary,Internet & Catalog Retail
STOHF,Energy,Coal & Consumable Fuels 
SCIE,Health Care,Health Crare Equipment & Technology
GIII,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
HALN,Financials,Diversified Financials
TATT,Industrials,Aerospace & Defense 
AJG,Financials,Insurance Brokers & Reinsurance
DIALF,Industrials,Electrical Equipment
HBMD,Financials,Banks
RCIT,Information Technology,Internet Software & IT Services
OMQS,Information Technology,Internet Software & IT Services
TGNA,Communication Services,Media
GPS,Consumer Discretionary,Apparel & Textiles
EOPSF,Industrials,Aerospace & Defense 
ACDSF,Real Estate,Real Estate
CLW,Materials,Paper & Forest Products
LOTE,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
GENC,Industrials,Industrial Machinery
AJRD,Industrials,Aerospace & Defense 
XRAY,Health Care,Health Crare Equipment & Technology
RSCI,Consumer Staples,Household & Personal Products
GAEX,Information Technology,Software
TWO,Financials,Diversified Financials
GNRD,Information Technology,Communications Equipment
GD,Industrials,Aerospace & Defense 
GE,Industrials,Industrial Conglomerates
HCA,Health Care,Health Care Providers (non-HMO)
AAGC,Materials,Precious Metals Gold Mining 
JOB,Industrials,Commercial & Professional Services
GWIO,Materials,Aluminum Steel
GIS,Consumer Staples,Food Products
SRGHY,Consumer Staples,Food & Stapes Retailing
TWOH,Communication Services,Media
ICHGF,Consumer Discretionary,Hotels Leisure & Consumer Services
SPSO,Consumer Staples,Household & Personal Products
CIND,Consumer Discretionary,Distributors Multiline Retail
GCO,Consumer Discretionary,Apparel & Textiles
ARKTF,Health Care,Health Care Providers (non-HMO)
GNTX,Consumer Discretionary,Auotomobiles & Components
CLRO,Information Technology,Communications Equipment
GPC,Consumer Discretionary,Distributors Multiline Retail
BOTX,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
KMGIF,Industrials,Transportation Air Freight & Marine
GTY,Real Estate,Real Estate
LINUF,Consumer Discretionary,Hotels Leisure & Consumer Services
GGLT,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
GIGA,Information Technology,Aerospace & Defense 
RYAOF,Industrials,Airlines
ARBV,Financials,Banks
SMGKF,Industrials,Industrial Conglomerates
ARNI,Health Care,Biotechnology Life Sciences
AXFOY,Consumer Staples,Food & Stapes Retailing
SOLVY,Materials,Chemicals
PEFDF,Consumer Staples,Food Products
ADFT,Financials,Banks
JSFCY,Communication Services,Wireless Telecommunication Services
ITKSF,Energy,Coal & Consumable Fuels 
MSGNF,Real Estate,Real Estate
SIX,Consumer Discretionary,Hotels Leisure & Consumer Services
GLT,Materials,Paper & Forest Products
GLAXF,Health Care,Pharmaceuticals
GSK,Health Care,Pharmaceuticals
CGHC,Consumer Staples,Food & Stapes Retailing
VCVOF,Financials,Diversified Financials
RITPF,Financials,Diversified Financials
TETAA,Financials,Diversified Financials
STNX,Industrials,Aerospace & Defense 
JPIVF,Financials,Diversified Financials
GDRZF,Materials,Precious Metals Gold Mining 
QTRRF,Materials,Precious Metals Gold Mining 
NNN,Real Estate,Real Estate
CMCL,Materials,Precious Metals Gold Mining 
FLIVF,Financials,Diversified Financials
CHYCY,Industrials,Construction & Engineering
KRRGF,Materials,Precious Metals Gold Mining 
MQIIF,Financials,Diversified Financials
GTIM,Consumer Discretionary,Restaurants
AMSYF,Materials,Aluminum Steel
GWOX,Communication Services,Media
GT,Consumer Discretionary,Auotomobiles & Components
GRC,Industrials,Industrial Machinery
GDVTZ,Real Estate,Real Estate
TISCY,Industrials,Construction & Engineering
NXPRF,Industrials,Electrical Equipment
GGG,Industrials,Industrial Machinery
YUEIY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
TPNTF,Financials,Diversified Financials
GHM,Industrials,Industrial Machinery
APMCF,Materials,Aluminum Steel
KAKKF,Industrials,Transportation Air Freight & Marine
GWW,Industrials,Trading Companies & Distributors
VGZ,Materials,Precious Metals Gold Mining 
GVA,Industrials,Construction & Engineering
GTN.A,Communication Services,Media
GTN,Communication Services,Media
WHHT,Information Technology,Computers Electronics
JZCLF,Financials,Diversified Financials
GSBC,Financials,Banks
BHMDF,Financials,Diversified Financials
JFAIF,Financials,Diversified Financials
PXFG,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
QGSI,Information Technology,Software
PSWW,Utilities,Multi-Utilities Water Utilities Power
ALSE,Health Care,Biotechnology Life Sciences
GEF,Materials,Containers & Packaging
GEF.B,Materials,Containers & Packaging
PRDSF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
SREV,Information Technology,Internet Software & IT Services
CHKR,Energy,Oil & Gas Exploration & Production 
MDTC,Communication Services,Diversified Telecommunication Services
BGRP,Consumer Discretionary,Internet & Catalog Retail
SANW,Consumer Staples,Food Products
SFUN,Information Technology,Internet Software & IT Services
TRNO,Real Estate,Real Estate
WHTGF,Materials,Precious Metals Gold Mining 
FCRD,Financials,Diversified Financials
CDID,Energy,Oil & Gas Exploration & Production 
CHFFY,Industrials,Commercial & Professional Services
TXSP,Consumer Discretionary,Specialty Stores
DEO,Consumer Staples,Beverages Tobacco
ELMD,Health Care,Health Crare Equipment & Technology
CRMD,Health Care,Pharmaceuticals
CKNTF,Health Care,Biotechnology Life Sciences
PREXF,Energy,Oil & Gas Exploration & Production 
URBF,Consumer Staples,Food Products
GYRO,Real Estate,Real Estate
RBNW,Information Technology,Semiconductors
ECCE,Energy,Oil & Gas Exploration & Production 
MMTC,Industrials,Industrial Machinery
UBP,Real Estate,Real Estate
UBA,Real Estate,Real Estate
SOPV,Utilities,Multi-Utilities Water Utilities Power
PSTRQ,Energy,Oil & Gas Exploration & Production 
TRRE,Materials,Chemicals
HAE,Health Care,Health Crare Equipment & Technology
HNRG,Energy,Coal & Consumable Fuels 
HAL,Energy,Oil & Gas Equipment & Services 
TNGNQ,Health Care,Biotechnology Life Sciences
ACUR,Health Care,Pharmaceuticals
GMVHF,Consumer Discretionary,Hotels Leisure & Consumer Services
WBEMF,Information Technology,Semiconductors
STRL,Industrials,Construction & Engineering
GHMP,Consumer Staples,Beverages Tobacco
AFFG,Information Technology,Internet Software & IT Services
RGNX,Health Care,Biotechnology Life Sciences
UEHPY,Industrials,Aerospace & Defense 
PNRC,Energy,Coal & Consumable Fuels 
LTMP,Materials,Chemicals
DSCR,Materials,Precious Metals Gold Mining 
SAR,Financials,Diversified Financials
FSFG,Financials,Banks
DKGH,Consumer Discretionary,Hotels Leisure & Consumer Services
KURA,Health Care,Biotechnology Life Sciences
GRRP,Communication Services,Media
HNGR,Health Care,Health Care Providers (non-HMO)
AVNT,Materials,Specialty Chemicals 
LUDG,Communication Services,Media
CSCW,Information Technology,Software
BONZ,Materials,Precious Metals Gold Mining 
HOG,Consumer Discretionary,Auotomobiles & Components
AXRX,Health Care,Health Care Providers (non-HMO)
HMY,Materials,Precious Metals Gold Mining 
POFCY,Energy,Oil & Gas Equipment & Services 
LHX,Industrials,Aerospace & Defense 
HSC,Industrials,Commercial & Professional Services
PEN,Health Care,Health Crare Equipment & Technology
NBRV,Health Care,Pharmaceuticals
ORKLF,Consumer Staples,Food Products
ZSTN,Information Technology,Communications Equipment
COBJF,Information Technology,Communications Equipment
URBDF,Consumer Discretionary,Homebuilding
HAS,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
AMOT,Industrials,Electrical Equipment
KRNNF,Industrials,Industrial Machinery
HVT,Consumer Discretionary,Specialty Retail
HVT.A,Consumer Discretionary,Specialty Retail
HE,Utilities,Electric Utilities
SOMMY,Materials,Chemicals
HWKN,Materials,Chemicals
BGKKF,Financials,Banks
HCSG,Industrials,Commercial & Professional Services
PEAK,Real Estate,Real Estate
EHC,Health Care,Health Care Providers (non-HMO)
DPSI,Information Technology,Internet Software & IT Services
LAXAF,Health Care,Biotechnology Life Sciences
EQC,Real Estate,Real Estate
NXOPF,Information Technology,Computers Electronics
HCLC,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
WELL,Real Estate,Real Estate
TLXPF,Materials,Precious Metals Gold Mining 
KBSF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
IDCBF,Financials,Banks
HTLD,Industrials,Road & Rail
BETRF,Health Care,Pharmaceuticals
AIABF,Industrials,Airlines
YTRGF,Real Estate,Real Estate
HL,Materials,Precious Metals Gold Mining 
HEI,Industrials,Aerospace & Defense 
HEI.A,Industrials,Aerospace & Defense 
BMDPF,Financials,Banks
CMHFF,Materials,Aluminum Steel
HELE,Consumer Discretionary,Household Durables (non-Homebuilding)
VNMHF,Financials,Diversified Financials
HP,Energy,Oil & Gas Drilling
CINSF,Financials,Life Health & Multi-line Insurance
GBERF,Industrials,Building Products
EPYFF,Health Care,Pharmaceuticals
TBET,Health Care,Pharmaceuticals
JKHY,Information Technology,Internet Software & IT Services
FNAM,Materials,Specialty Chemicals 
RCDTF,Health Care,Pharmaceuticals
JVTSF,Communication Services,Media
KGSDF,Real Estate,Real Estate
HSY,Consumer Staples,Food Products
HPQ,Information Technology,Computers Electronics
HXL,Industrials,Aerospace & Defense 
STMNF,Materials,Precious Metals Gold Mining 
EDSFF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
CRAWA,Information Technology,Computers Electronics
MINM,Information Technology,Communications Equipment
VNRFY,Financials,Life Health & Multi-line Insurance
STAGF,Industrials,Construction & Engineering
JSGCF,Industrials,Building Products
SAFLF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
MARZF,Consumer Discretionary,Restaurants
ATRBF,Real Estate,Real Estate
ASPXF,Materials,Aluminum Steel
GREZF,Information Technology,Internet Software & IT Services
HRC,Health Care,Health Crare Equipment & Technology
HTHIY,Industrials,Industrial Conglomerates
TORM,Materials,Specialty Chemicals 
TGRO,Energy,Oil & Gas Exploration & Production 
EFOT,Information Technology,Software
MSGN,Communication Services,Media
NMNX,Financials,Diversified Financials
SPXC,Industrials,Industrial Machinery
GETH,Industrials,Commercial & Professional Services
BIOGY,Health Care,Biotechnology Life Sciences
JAX,Consumer Discretionary,Restaurants
HFC,Energy,Coal & Consumable Fuels 
UCPA,Communication Services,Media
SYBX,Health Care,Biotechnology Life Sciences
NXTTF,Consumer Discretionary,Internet & Catalog Retail
HOOB,Real Estate,Real Estate
HOLX,Health Care,Health Crare Equipment & Technology
HMTC,Materials,Paper & Forest Products
LEDS,Information Technology,Semiconductors
HD,Consumer Discretionary,Specialty Retail
HNI,Industrials,Commercial & Professional Services
HMC,Consumer Discretionary,Auotomobiles & Components
HMN,Financials,Life Health & Multi-line Insurance
HRL,Consumer Staples,Food Products
ZTCOY,Information Technology,Communications Equipment
HMG,Real Estate,Real Estate
EDHD,Industrials,Commercial & Professional Services
CNP,Utilities,Multi-Utilities Water Utilities Power
HOV,Consumer Discretionary,Homebuilding
NSRS,Materials,Precious Metals Gold Mining 
ICAD,Health Care,Health Crare Equipment & Technology
HUBB,Industrials,Electrical Equipment
HUM,Health Care,Managed Health Care
SWDBF,Financials,Banks
JBHT,Industrials,Road & Rail
BRYGF,Materials,Precious Metals Gold Mining 
HBAN,Financials,Banks
HURC,Industrials,Industrial Machinery
WILYY,Health Care,Health Crare Equipment & Technology
IFJPY,Communication Services,Media
TRRI,Materials,Precious Metals Gold Mining 
TKHVY,Industrials,Airlines
HYDI,Materials,Specialty Chemicals 
BIIB,Health Care,Biotechnology Life Sciences
CDNTF,Consumer Discretionary,Distributors Multiline Retail
SGTI,Health Care,Pharmaceuticals
CNWHF,Communication Services,Media
TAL,Consumer Discretionary,Hotels Leisure & Consumer Services
WLMIY,Consumer Staples,Food Products
THTI,Industrials,Industrial Machinery
SIXD,Information Technology,Internet Software & IT Services
IEHC,Information Technology,Computers Electronics
TLGT,Health Care,Pharmaceuticals
DIN,Consumer Discretionary,Restaurants
CBHR,Consumer Discretionary,Restaurants
MOS,Materials,Chemicals
SMTI,Health Care,Health Crare Equipment & Technology
QEDN,Financials,Diversified Financials
MN,Financials,Diversified Financials
CRESF,Real Estate,Real Estate
ACHC,Health Care,Health Care Providers (non-HMO)
VRSCF,Materials,Precious Metals Gold Mining 
HHSRF,Materials,Precious Metals Gold Mining 
ATNE,Utilities,Multi-Utilities Water Utilities Power
THCT,Health Care,Health Crare Equipment & Technology
BRZL,Materials,Precious Metals Gold Mining 
VPOR,Materials,Containers & Packaging
IDA,Utilities,Electric Utilities
IEX,Industrials,Industrial Machinery
TMRAF,Industrials,Commercial & Professional Services
NNVC,Health Care,Biotechnology Life Sciences
IDXX,Health Care,Health Crare Equipment & Technology
IGNE,Materials,Chemicals
TKGSY,Utilities,Gas Utilities
ITW,Industrials,Industrial Machinery
INDR,Health Care,Health Care Providers (non-HMO)
ICCC,Health Care,Biotechnology Life Sciences
IMGN,Health Care,Biotechnology Life Sciences
MLMZF,Materials,Precious Metals Gold Mining 
SHCC,Energy,Oil & Gas Exploration & Production 
SNEJF,Consumer Discretionary,Household Durables (non-Homebuilding)
SNGX,Health Care,Biotechnology Life Sciences
IMO,Energy,Coal & Consumable Fuels 
CDXS,Health Care,Biotechnology Life Sciences
IOR,Financials,Banks
VEON,Communication Services,Wireless Telecommunication Services
IHC,Financials,Life Health & Multi-line Insurance
INDB,Financials,Banks
IBCP,Financials,Banks
YRIV,Industrials,Transportation Air Freight & Marine
TEUFF,Industrials,Transportation Air Freight & Marine
FURY,Materials,Precious Metals Gold Mining 
ASDRF,Materials,Precious Metals Gold Mining 
VBIX,Health Care,Biotechnology Life Sciences
TT,Industrials,Building Products
IMKTA,Consumer Staples,Food & Stapes Retailing
WGEI,Industrials,Trading Companies & Distributors
IO,Energy,Oil & Gas Equipment & Services 
ISIG,Communication Services,Media
THMO,Health Care,Health Crare Equipment & Technology
ISTC,Consumer Discretionary,Hotels Leisure & Consumer Services
GFF,Industrials,Building Products
INS,Information Technology,Software
NISUY,Consumer Staples,Food Products
