,TICKER,Sector,Industry,tix_og_adjpx,tix_last_adjpx,cumul_ret
3400,RTPPF,Materials,Precious Metals Gold Mining ,11.2117681299463,41.4777530768946,269.95%
3401,STOSF,Energy,Oil & Gas Exploration & Production ,2.0971508927374,4.23797952163674,102.08%
3402,YAMCY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,22.8252590119248,58.78,157.52%
3403,NECB,Financials,Banks,4.65737887190474,9.54242712491333,104.89%
3404,CAFI,Financials,Diversified Financials,0.0098,0.04,308.16%
3405,AXS,Financials,Insurance Brokers & Reinsurance,43.5497103160849,45.3918770138083,4.23%
3406,MOH,Health Care,Managed Health Care,59.37,212.68,258.23%
3407,OGEN,Health Care,Biotechnology Life Sciences,821.999999999998,26.9399999999999,-96.72%
3408,CSRLF,Materials,Construction Materials ,1.47965649141964,3.50601914319447,136.95%
3409,HGMCF,Materials,Precious Metals Gold Mining ,0.98355512273224,4.61391305541872,369.11%
3410,RYCEF,Industrials,Aerospace & Defense ,7.95164893407521,1.5035,-81.09%
3411,GPEAF,Real Estate,Real Estate,13.2753472978118,8.5512,-35.59%
3412,TASEF,Materials,Precious Metals Gold Mining ,0.021,0.027,28.57%
3413,CSAY,Health Care,Health Care Providers (non-HMO),0.0001,0.0401,40000.00%
3414,OTTEF,Energy,Oil & Gas Exploration & Production ,1.25,0.01,-99.20%
3415,FSNUF,Health Care,Health Care Providers (non-HMO),59.144954577104,40.5350557623031,-31.46%
3416,SNTE,Materials,Construction Materials ,0.07,0.4501,543.00%
3417,SLFPF,Financials,Diversified Financials,2.86331555724427,2.62352947165108,-8.37%
3418,PAIOF,Health Care,Biotechnology Life Sciences,2.54,2.88,13.39%
3419,IOFNF,Materials,Specialty Chemicals ,0.17,0.155,-8.82%
3420,AIPG,Industrials,Electrical Equipment,0.04,0.015,-62.50%
3421,CORFF,Consumer Discretionary,Hotels Leisure & Consumer Services,0.001,0.0001,-90.00%
3422,BDULF,Health Care,Health Care Providers (non-HMO),0.525746992876823,0.620951385597798,18.11%
3423,BSSMF,Materials,Precious Metals Gold Mining ,0.1,0.05,-50.00%
3424,TSLLF,Consumer Staples,Food Products,3.19946778111301,2.6,-18.74%
3425,FLRAF,Materials,Chemicals,9.45751517263846,2.85176326283009,-69.85%
3426,SHTDF,Health Care,Health Care Providers (non-HMO),3.6865387937526,2.30584415584416,-37.45%
3427,PLHCF,Materials,Chemicals,1.18,0.1,-91.53%
3428,CODEF,Consumer Discretionary,Hotels Leisure & Consumer Services,1.2,2.731092,127.59%
3429,PSFT,Information Technology,Semiconductors,0.01,0.062,520.00%
3430,AGXKF,Materials,Precious Metals Gold Mining ,0.0787630289021077,1.59037837732098,1919.19%
3431,TOCOF,Communication Services,Media,0.246,0.158,-35.77%
3432,AXAHF,Financials,Life Health & Multi-line Insurance,9.08001470110151,11.4302004155188,25.88%
3433,CAOVF,Real Estate,Real Estate,1.56773038185374,1.73422877430764,10.62%
3434,CHYYY,Financials,Life Health & Multi-line Insurance,11.0033915621966,13.3328,21.17%
3435,FXCNF,Information Technology,Computers Electronics,0.283022557883643,0.1114,-60.64%
3436,KWIPF,Real Estate,Real Estate,0.543928258766383,0.613707198225094,12.83%
3437,TOSBF,Industrials,Industrial Conglomerates,19.4879011272938,26.1796320101018,34.34%
3438,EKONF,Communication Services,Diversified Telecommunication Services,N/A,N/A,nan%
3439,ZMRK,Financials,Diversified Financials,0.01,0.0051,-49.00%
3440,BTAFF,Consumer Staples,Beverages Tobacco,33.2855891017347,29.8100668193067,-10.44%
3441,CYBL,Industrials,Electrical Equipment,0.0001,0.0002,100.00%
3442,AMBG,Communication Services,Media,3.0,1.32,-56.00%
3443,OZMLF,Materials,Precious Metals Gold Mining ,2.519350412986,13.4326934722637,433.18%
3444,AEPT,Energy,Oil & Gas Exploration & Production ,0.51,0.33,-35.29%
3445,AECLY,Materials,Specialty Chemicals ,5.7332505781609,6.28308645047096,9.59%
3446,CHT,Communication Services,Diversified Telecommunication Services,21.7255555193104,34.4542998890364,58.59%
3447,AXTLF,Communication Services,Diversified Telecommunication Services,0.44,0.2903,-34.02%
3448,RTMVF,Information Technology,Internet Software & IT Services,53.169634583038,7.68931215172046,-85.54%
3449,FFHOY,Financials,Banks,N/A,N/A,nan%
3450,PCWLF,Communication Services,Diversified Telecommunication Services,0.158212719089245,0.470598568947065,197.45%
3451,SFTBF,Communication Services,Wireless Telecommunication Services,47.8269292823279,78.190128585827,63.49%
3452,IMPUF,Materials,Precious Metals Gold Mining ,2.09785891451938,10.9357139922565,421.28%
3453,UHBTY,Materials,Aluminum Steel,N/A,N/A,nan%
3454,FRCEF,Materials,Construction Materials ,3.30349351528359,3.34452382547612,1.24%
3455,GFIOF,Materials,Precious Metals Gold Mining ,3.89576239515443,8.58466143374415,120.36%
3456,BVDRF,Consumer Staples,Beverages Tobacco,22.57,1.66,-92.65%
3457,ATSG,Industrials,Transportation Air Freight & Marine,9.87,31.34,217.53%
3458,DIPGF,Utilities,Multi-Utilities Water Utilities Power,0.209758321933425,0.117647058823529,-43.91%
3459,NXTN,Information Technology,Computers Electronics,0.1201,1.05,774.27%
3460,CNCN,Information Technology,Semiconductor Equipment,2.1,100.0,4661.90%
3461,SFIO,Consumer Staples,Beverages Tobacco,0.0001,0.08,79900.00%
3462,NTGR,Information Technology,Communications Equipment,25.562940554901,40.63,58.94%
3463,XHFNF,Information Technology,Software,1.98,0.99,-50.00%
3464,CHNGQ,Utilities,Gas Utilities,0.025,0.00762,-69.52%
3465,HYMTF,Consumer Discretionary,Auotomobiles & Components,37.4013447837971,39.1256684319465,4.61%
3466,NINOF,Consumer Discretionary,Household Durables (non-Homebuilding),12.7364805445595,6.2,-51.32%
3467,NINOY,Consumer Discretionary,Household Durables (non-Homebuilding),13.0477384018313,6.26,-52.02%
3468,TKECF,Utilities,Electric Utilities,5.76,2.6,-54.86%
3469,CRDF,Health Care,Biotechnology Life Sciences,372.959999999999,17.99,-95.18%
3470,LIGA,Real Estate,Real Estate,0.0001,0.0028,2700.00%
3471,NNMIF,Materials,Precious Metals Gold Mining ,0.0018,0.06,3233.33%
3472,ITCTY,Consumer Staples,Beverages Tobacco,N/A,N/A,nan%
3473,TIAIY,Communication Services,Diversified Telecommunication Services,4.52974430333658,4.79607485873984,5.88%
3474,TIIAY,Communication Services,Diversified Telecommunication Services,5.64085581709461,4.46794202618451,-20.79%
3475,TIAOF,Communication Services,Diversified Telecommunication Services,1.01855173573627,0.385341874255508,-62.17%
3476,TVTX,Health Care,Biotechnology Life Sciences,18.89,27.255,44.28%
3477,MTVB,Financials,Banks,38.3191039074091,40.1640977992474,4.81%
3478,AFPW,Materials,Chemicals,0.0001,0.0012,1100.00%
3479,DLII,Consumer Discretionary,Restaurants,0.004,0.0007,-82.50%
3480,BYDIF,Information Technology,Communications Equipment,0.467471283377647,5.27089877773762,1027.53%
3481,SFBC,Financials,Banks,19.5406904356827,29.7741802768603,52.37%
3482,DYRFF,Energy,Oil & Gas Exploration & Production ,0.0015,0.0024,60.00%
3483,SOEN,Information Technology,Semiconductors,0.0005,0.0361,7120.00%
3484,EZTD,Financials,Diversified Financials,5.10000000000001,0.006,-99.88%
3485,AOGC,Energy,Oil & Gas Exploration & Production ,0.0012,0.007,483.33%
3486,RGRNF,Materials,Precious Metals Gold Mining ,1.55022502684293,2.715682426405,75.18%
3487,GOOD,Real Estate,Real Estate,7.32915933861816,13.7429824477822,87.51%
3488,MODV,Health Care,Health Care Providers (non-HMO),46.39,138.63,198.84%
3489,TXTM,Health Care,Biotechnology Life Sciences,0.0007,0.0006,-14.29%
3490,ADTM,Information Technology,Software,0.19,0.0003,-99.84%
3491,FDEI,Energy,Oil & Gas Exploration & Production ,0.0001,0.0001,0.00%
3492,BLHI,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,0.0001,0.0001,0.00%
3493,GRP.U,Real Estate,Real Estate,N/A,N/A,nan%
3494,GMND,Industrials,Commercial & Professional Services,0.0013,0.0093,615.38%
3495,DTSL,Industrials,Commercial & Professional Services,0.0001,0.0001,0.00%
3496,CBOBA,Financials,Banks,5.12907966197916,5.46541275456795,6.56%
3497,TMOAF,Consumer Discretionary,Household Durables (non-Homebuilding),4.96241881921581,10.306,107.68%
3498,AHT,Real Estate,Real Estate,430.700538854257,25.9,-93.99%
3499,PMCB,Health Care,Biotechnology Life Sciences,87.575,10.385,-88.14%
3500,ITVI,Information Technology,Internet Software & IT Services,0.0001,0.0003,200.00%
3501,ZIMCF,Information Technology,Software,0.02,0.075,275.00%
3502,SDIPF,Consumer Discretionary,Specialty Stores,11.34,4.01,-64.64%
3503,MEEC,Industrials,Commercial & Professional Services,0.6104,0.635,4.03%
3504,EJPRF,Industrials,Road & Rail,28.9177782274634,21.1584786622664,-26.83%
3505,CLKTF,Materials,Specialty Chemicals ,0.0018,0.003,66.67%
3506,RNECY,Information Technology,Semiconductors,3.05,5.23,71.48%
3507,HRBK,Financials,Banks,2.00885048213012,1.63716889512807,-18.50%
3508,CFRHF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,62.0559888435594,84.6657953197741,36.43%
3509,CSYT,Information Technology,Software,0.001,0.0003,-70.00%
3510,MIFF,Financials,Banks,36.9030686687046,31.1577330963494,-15.57%
3511,MAGOF,Industrials,Construction & Farm Machinery,111.137580745203,50.4461574359199,-54.61%
3512,PRKA,Consumer Discretionary,Hotels Leisure & Consumer Services,0.054,0.4251,687.22%
3513,RMSYF,Health Care,Health Care Providers (non-HMO),38.3733841683,45.2068548283338,17.81%
3514,SHG,Financials,Banks,27.804125653776,25.9994832201271,-6.49%
3515,CRNZF,Energy,Oil & Gas Exploration & Production ,1.85755801582195,2.23225855978603,20.17%
3516,BLU,Health Care,Biotechnology Life Sciences,2.65680000007439,3.06,15.18%
3517,SSUMY,Industrials,Trading Companies & Distributors,9.52309064050253,13.34,40.08%
3518,PCMC,Industrials,Commercial & Professional Services,0.0053,0.412,7673.58%
3519,DEIPY,Utilities,Electric Utilities,4.61111526976972,6.2010854298276,34.48%
3520,JSDA,Consumer Staples,Beverages Tobacco,0.3847,0.23125,-39.89%
3521,CSTC,Information Technology,Semiconductors,5.0,0.0109,-99.78%
3522,ECIFF,Utilities,Electric Utilities,10.1560846628826,12.1502000144588,19.63%
3523,WF,Financials,Banks,16.8893894946354,22.273937041857,31.88%
3524,ADES,Materials,Specialty Chemicals ,N/A,N/A,nan%
3525,OBYCF,Industrials,Construction & Engineering,9.06585995070667,8.45,-6.79%
3526,IVDN,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,0.94,0.2599,-72.35%
3527,ACGX,Materials,Containers & Packaging,3.2,0.169,-94.72%
3528,TACI,Real Estate,Real Estate,0.021,0.7,3233.33%
3529,ISBA,Financials,Banks,20.5546054997446,16.7304011672814,-18.61%
3530,LKQ,Consumer Discretionary,Distributors Multiline Retail,27.3857238666565,33.4629996206996,22.19%
3531,SFDL,Financials,Banks,18.8037999119497,24.1244160733722,28.30%
3532,GSML,Materials,Precious Metals Gold Mining ,0.0008,0.0011,37.50%
3533,JIXAY,Materials,Precious Metals Gold Mining ,41.7254990933933,61.0634451620815,46.35%
3534,ACUS,Health Care,Pharmaceuticals,0.065,0.025,-61.54%
3535,BMMCF,Industrials,Commercial & Professional Services,0.0031,0.0025,-19.35%
3536,DWIS,Consumer Discretionary,Restaurants,0.02,0.0131,-34.50%
3537,CLBN,Utilities,Multi-Utilities Water Utilities Power,0.0001,0.001,900.00%
3538,DIPGY,Utilities,Multi-Utilities Water Utilities Power,4.12828260544594,2.4720646825947,-40.12%
3539,BTLCY,Real Estate,Real Estate,6.76297781546812,5.66451937378496,-16.24%
3540,HKHGF,Real Estate,Real Estate,4.91758276688475,3.51670086911342,-28.49%
3541,GNCP,Information Technology,Communications Equipment,0.0001,0.0002,100.00%
3542,STCI,Industrials,Electrical Equipment,N/A,N/A,nan%
3543,TTM,Consumer Discretionary,Auotomobiles & Components,28.3206157096243,12.6,-55.51%
3544,RPFG,Financials,Banks,0.001,0.02,1900.00%
3545,SVNJ,Communication Services,Diversified Telecommunication Services,0.0001,0.0041,4000.00%
3546,GMXDF,Industrials,Construction & Engineering,1.2,0.865,-27.92%
3547,HWSY,Information Technology,Software,0.0016,0.0018,12.50%
3548,CRI,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,77.7935485495204,84.6646055245093,8.83%
3549,PGSVY,Energy,Oil & Gas Equipment & Services ,4.06,0.6125,-84.91%
3550,CHLE,Consumer Staples,Food Products,0.0065,0.0247,280.00%
3551,SEXHF,Industrials,Transportation Air Freight & Marine,0.256088807756597,0.20282340797916,-20.80%
3552,BMBRF,Consumer Staples,Food & Stapes Retailing,15.8543328125,10.565625,-33.36%
3553,NUFMF,Materials,Chemicals,5.86173941291134,3.05813949733425,-47.83%
3554,WNRP,Financials,Banks,361.217251637586,435.508629971679,20.57%
3555,DYLLF,Energy,Coal & Consumable Fuels ,0.005,0.39498,7799.60%
3556,EMBVF,Consumer Staples,Beverages Tobacco,5.8996820307858,4.77213094700303,-19.11%
3557,SATLF,Consumer Discretionary,Internet & Catalog Retail,29.8454396376145,24.81,-16.87%
3558,CWAFF,Utilities,Multi-Utilities Water Utilities Power,0.36467123326464,0.701198081689565,92.28%
3559,AMIGF,Financials,Insurance Brokers & Reinsurance,10.5407869440395,26.0999496599859,147.61%
3560,LVCLF,Health Care,Biotechnology Life Sciences,0.02625,0.01,-61.90%
3561,MOAEF,Energy,Coal & Consumable Fuels ,0.02,0.1311,555.50%
3562,MRELF,Energy,Oil & Gas Exploration & Production ,3.23,3.26,0.93%
3563,WDGJF,Energy,Oil & Gas Equipment & Services ,8.20144509528469,4.41,-46.23%
3564,BUHPF,Health Care,Health Care Providers (non-HMO),5.24389414955436,3.80911856839061,-27.36%
3565,HXGCF,Industrials,Industrial Machinery,2.61,6.5,149.04%
3566,CHBJF,Financials,Banks,0.431663970963904,0.37,-14.29%
3567,CFIC,Financials,Banks,10.0,6.9,-31.00%
3568,SKUFF,Industrials,Industrial Machinery,6.92857224075907,26.1139293918054,276.90%
3569,CIDM,Consumer Discretionary,Media,54.6,12.896,-76.38%
3570,GRTYA,Financials,Life Health & Multi-line Insurance,30250.0,25000.0,-17.36%
3571,SKPI,Energy,Oil & Gas Exploration & Production ,0.01,0.015,50.00%
3572,PFLC,Financials,Banks,5.19600898293388,8.02653408496407,54.47%
3573,HMNU,Financials,Diversified Financials,0.003,0.012,300.00%
3574,CBFC,Financials,Banks,36.3426071238471,38.5716354641556,6.13%
3575,KTHN,Financials,Banks,9.06173379298061,17.0336060287254,87.97%
3576,CMCT,Real Estate,Real Estate,15.3855577100185,11.7517045923104,-23.62%
3577,PPRG,Consumer Staples,Household & Personal Products,0.08,0.05,-37.50%
3578,MRLN,Financials,Diversified Financials,12.6907450830971,11.8935095770753,-6.28%
3579,XPER,Information Technology,Software,N/A,N/A,nan%
3580,URNXF,Materials,Precious Metals Gold Mining ,0.32,0.13,-59.38%
3581,CRPJF,Utilities,Multi-Utilities Water Utilities Power,0.599158488103252,1.03908237561506,73.42%
3582,TRQ,Materials,Precious Metals Gold Mining ,24.9,12.42,-50.12%
3583,HYHY,Consumer Discretionary,Auotomobiles & Components,0.0001,0.12,119900.00%
3584,QUCPY,Information Technology,Computers Electronics,N/A,N/A,nan%
3585,SBNC,Financials,Banks,1682.03158597086,3841.04978509374,128.36%
3586,OXSQ,Financials,Diversified Financials,2.64938367434076,2.01058966099114,-24.11%
3587,CONN,Consumer Discretionary,Specialty Retail,21.66,11.69,-46.03%
3588,NXST,Communication Services,Media,45.4989152573726,100.519598295912,120.93%
3589,ITCB,Financials,Banks,N/A,N/A,nan%
3590,SNX,Information Technology,Computers Electronics,39.6598325949227,78.1148275535665,96.96%
3591,PCB,Financials,Banks,10.5928830576988,9.0556858683394,-14.51%
3592,ALTAF,Materials,Precious Metals Gold Mining ,0.0001,0.03,29900.00%
3593,NG,Materials,Precious Metals Gold Mining ,4.31,9.67,124.36%
3594,AEL,Financials,Life Health & Multi-line Insurance,21.652031695796,26.9542946274214,24.49%
3595,AVOZ,Communication Services,Media,0.03,0.0044,-85.33%
3596,KRO,Materials,Chemicals,3.51777480865979,12.0626051019906,242.90%
3597,AUY,Materials,Precious Metals Gold Mining ,1.75546673039285,5.46073263328331,211.07%
3598,CPSO,Consumer Discretionary,Specialty Retail,0.01,0.0105,5.00%
3599,WYGPF,Energy,Oil & Gas Equipment & Services ,2.86721088641995,7.62560521348941,165.96%
3600,TCOM,Consumer Discretionary,Internet & Catalog Retail,45.23,33.73,-25.43%
3601,SGYI,Financials,Insurance Brokers & Reinsurance,0.0029,0.0024,-17.24%
3602,KKPT,Energy,Oil & Gas Exploration & Production ,0.001,0.001,0.00%
3603,NNI,Financials,Diversified Financials,29.9023511303721,68.6020688242575,129.42%
3604,LEIC,Communication Services,Media,3.2,0.3876,-87.89%
3605,CMP,Materials,Precious Metals Gold Mining ,55.8211965737315,57.2171430137548,2.50%
3606,GBLX,Health Care,Pharmaceuticals,0.1411,0.04195,-70.27%
3607,IBOKY,Financials,Banks,N/A,N/A,nan%
3608,GBLI,Financials,Insurance Brokers & Reinsurance,22.840852356989,25.3226389426549,10.87%
3609,HMBL,Industrials,Trading Companies & Distributors,0.0001,0.1548,154700.00%
3610,LFC,Financials,Life Health & Multi-line Insurance,N/A,N/A,nan%
3611,UTI,Consumer Discretionary,Hotels Leisure & Consumer Services,4.31188284518828,6.46,49.82%
3612,ERMAF,Materials,Precious Metals Gold Mining ,37.3798333818056,25.8538940578346,-30.83%
3613,ACOR,Health Care,Biotechnology Life Sciences,N/A,N/A,nan%
3614,MEIP,Health Care,Biotechnology Life Sciences,25.9918884664132,41.0889733840304,58.08%
3615,TPX,Consumer Discretionary,Household Durables (non-Homebuilding),16.7158585493305,26.0544483089579,55.87%
3616,PIPR,Financials,Diversified Financials,31.377092722532,88.4879700831535,182.01%
3617,PPJE,Health Care,Health Care Providers (non-HMO),0.01,0.0006,-94.00%
3618,CRTD,Information Technology,Internet Software & IT Services,2000.0,2080.0,4.00%
3619,CAPV,Industrials,Industrial Machinery,0.0127,0.0022,-82.68%
3620,TYBT,Financials,Banks,42.2027937544554,59.2500988890689,40.39%
3621,ZIJMF,Materials,Precious Metals Gold Mining ,0.179396461902208,1.08190661546509,503.08%
3622,NBFJF,Real Estate,Real Estate,5150.0,5500.0,6.80%
3623,VCEX,Consumer Staples,Food & Stapes Retailing,0.0031,0.325,10383.87%
3624,NXCR,Real Estate,Real Estate,N/A,N/A,nan%
3625,FCCN,Information Technology,Internet Software & IT Services,0.012,0.00495,-58.75%
3626,PUDA,Materials,Aluminum Steel,0.0001,0.0002,100.00%
3627,FUIG,Communication Services,Diversified Telecommunication Services,0.23,0.04086,-82.23%
3628,PHGUF,Health Care,Biotechnology Life Sciences,0.745,1.54,106.71%
3629,AMLYY,Financials,Diversified Financials,N/A,N/A,nan%
3630,ASOMF,Consumer Discretionary,Internet & Catalog Retail,38.25,64.9764,69.87%
3631,GBXI,Communication Services,Media,0.61,1.0,63.93%
3632,SEKEY,Information Technology,Computers Electronics,7.28283953549413,7.26578668498577,-0.23%
3633,SGPYY,Information Technology,Software,28.5811484977314,29.8097789975667,4.30%
3634,OGNT,Consumer Discretionary,Internet & Catalog Retail,0.001,0.0105,950.00%
3635,WMLLF,Materials,Precious Metals Gold Mining ,0.1108,0.0746,-32.67%
3636,ACFL,Financials,Diversified Financials,0.0577044652865505,0.0676666666666667,17.26%
3637,ACNE,Energy,Oil & Gas Exploration & Production ,0.1,0.5,400.00%
3638,ADTY,Information Technology,Internet Software & IT Services,0.05,0.04,-20.00%
3639,VSTCQ,Information Technology,Software,0.001,0.01,900.00%
3640,LVCC,Information Technology,Internet Software & IT Services,0.001,0.05,4900.00%
3641,ANCSQ,Consumer Staples,Food & Stapes Retailing,0.1,0.0005,-99.50%
3642,ARME,Consumer Discretionary,Auotomobiles & Components,0.00392,0.0001,-97.45%
3643,AABB,Consumer Discretionary,Hotels Leisure & Consumer Services,0.004035,0.0126,212.27%
3644,ASPZ,Real Estate,Real Estate,0.0298,0.006,-79.87%
3645,BYSD,Consumer Discretionary,Auotomobiles & Components,1.5,0.2,-86.67%
3646,VPLM,Communication Services,Diversified Telecommunication Services,0.03,0.01,-66.67%
3647,EIHDF,Consumer Discretionary,Hotels Leisure & Consumer Services,2.35702368652735,3.97907836481235,68.82%
3648,QCPC,Industrials,Electrical Equipment,0.0001,0.0001,0.00%
3649,BLMC,Energy,Oil & Gas Exploration & Production ,7.98747050774999,2.38122332859175,-70.19%
3650,CNGI,Financials,Diversified Financials,0.03,0.055,83.33%
3651,VCYE,Energy,Oil & Gas Exploration & Production ,0.00015,0.0108,7100.00%
3652,BOREF,Industrials,Electrical Equipment,4.65,7.45,60.22%
3653,BSEG,Communication Services,Media,0.0225,0.0142,-36.89%
3654,RLAB,Consumer Discretionary,Apparel & Textiles,0.0003,0.029,9566.67%
3655,BMCS,Health Care,Health Crare Equipment & Technology,0.0009,0.017,1788.89%
3656,HSCC,Industrials,Commercial & Professional Services,0.0021,0.0126,500.00%
3657,GDVM,Financials,Diversified Financials,0.0001,0.0002,100.00%
3658,CFTN,Materials,Precious Metals Gold Mining ,0.1,0.295,195.00%
3659,GSDC,Materials,Precious Metals Gold Mining ,0.0009,0.001,11.11%
3660,CHMN,Materials,Paper & Forest Products,0.22,0.51,131.82%
3661,NWGC,Energy,Oil & Gas Exploration & Production ,0.0001,0.0003,200.00%
3662,COLCF,Industrials,Industrial Machinery,0.23,0.1,-56.52%
3663,AFTC,Consumer Discretionary,Auotomobiles & Components,0.0001,0.0006,500.00%
3664,CSVI,Information Technology,Internet Software & IT Services,16.1107279773375,57.3752152972288,256.13%
3665,CZBT,Financials,Banks,14.4109290252163,20.7838215182203,44.22%
3666,GAHD,Materials,Chemicals,0.02,0.007,-65.00%
3667,WGEE,Information Technology,Internet Software & IT Services,0.001,0.0001,-90.00%
3668,DMAN,Communication Services,Media,0.0001,0.0031,3000.00%
3669,ZMGD,Communication Services,Media,0.0001,0.0001,0.00%
3670,ECCI,Industrials,Commercial & Professional Services,0.0001,0.0001,0.00%
3671,IRNG,Materials,Precious Metals Gold Mining ,0.0018,0.0026,44.44%
3672,AEPLF,Consumer Staples,Food Products,7.56053393682474,6.70151789436598,-11.36%
3673,ERAO,Energy,Oil & Gas Exploration & Production ,0.0026,0.0016,-38.46%
3674,ETKR,Information Technology,Internet Software & IT Services,0.75,0.0038,-99.49%
3675,NUEC,Industrials,Electrical Equipment,0.0007,0.0069,885.71%
3676,DGWR,Industrials,Commercial & Professional Services,0.25,0.0329,-86.84%
3677,FBPA,Financials,Banks,14.1613634258336,21.7418812594594,53.53%
3678,LCRE,Information Technology,Software,0.0001,0.0001,0.00%
3679,FEDC,Industrials,Industrial Machinery,0.2,0.25,25.00%
3680,SKYF,Information Technology,Computers Electronics,0.0003,0.0003,0.00%
3681,CRTG,Industrials,Electrical Equipment,0.0003,0.0801,26600.00%
3682,FLMP,Materials,Specialty Chemicals ,0.15021,0.025,-83.36%
3683,FXLG,Financials,Banks,23.3016223049228,44.9372108836136,92.85%
3684,CHSTF,Industrials,Electrical Equipment,0.358751270343646,0.78,117.42%
3685,FCGD,Energy,Oil & Gas Exploration & Production ,0.0001,0.0001,0.00%
3686,GMSC,Communication Services,Media,0.0001,0.0001,0.00%
3687,GFCJ,Financials,Banks,1.85,0.0081,-99.56%
3688,PUMD,Health Care,Health Crare Equipment & Technology,0.01,0.0001,-99.00%
3689,IMUN,Health Care,Biotechnology Life Sciences,190.0,14.51,-92.36%
3690,COGV,Health Care,Pharmaceuticals,0.019,0.0031,-83.68%
3691,MGFX,Energy,Oil & Gas Exploration & Production ,0.0022,0.0001,-95.45%
3692,GRYW,Information Technology,Communications Equipment,0.001,0.0001,-90.00%
3693,DGMS,Health Care,Health Crare Equipment & Technology,0.000976,0.0001,-89.75%
3694,HBIA,Financials,Banks,44.3253588516746,60.8592102073365,37.30%
3695,NXGM,Materials,Precious Metals Gold Mining ,0.045,0.0995,121.11%
3696,ETII,Industrials,Commercial & Professional Services,0.0005,0.0066,1220.00%
3697,LNGT,Information Technology,Semiconductors,0.0004,0.0009,125.00%
3698,HSCM,Materials,Precious Metals Gold Mining ,0.035,0.52,1385.71%
3699,HTRC,Materials,Precious Metals Gold Mining ,0.0202,0.45,2127.72%
3700,HYPF,Materials,Chemicals,0.0018,0.0014,-22.22%
3701,NNLX,Health Care,Biotechnology Life Sciences,0.065,0.073,12.31%
3702,EWPI,Information Technology,Internet Software & IT Services,0.0001,0.0001,0.00%
3703,ILDIA,Materials,Precious Metals Gold Mining ,0.06,0.06,0.00%
3704,SBOX,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,0.5,0.075,-85.00%
3705,BSTN,Industrials,Transportation Air Freight & Marine,0.0022,0.0007,-68.18%
3706,UNIR,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,16.75,1.5,-91.04%
3707,RVLTF,Materials,Precious Metals Gold Mining ,0.0001,0.0014,1300.00%
3708,OMWDF,Information Technology,Software,0.02,0.01,-50.00%
3709,MOFG,Financials,Banks,22.0705184945844,21.8514834821964,-0.99%
3710,ITCJ,Industrials,Commercial & Professional Services,0.0001,0.0001,0.00%
3711,IDTA,Information Technology,Computers Electronics,1.3,2.7,107.69%
3712,BCCI,Consumer Discretionary,Restaurants,0.127,0.015,-88.19%
3713,VPSN,Information Technology,Internet Software & IT Services,0.0001,0.0001,0.00%
3714,BMGP,Health Care,Health Crare Equipment & Technology,0.0016,0.002,25.00%
3715,GSDT,Consumer Staples,Household & Personal Products,4.0,0.755,-81.12%
3716,STGZ,Energy,Coal & Consumable Fuels ,0.008,0.0029,-63.75%
3717,JTNB,Financials,Banks,9.65175983163429,11.3716260049683,17.82%
3718,PRDL,Communication Services,Media,0.0001,0.0002,100.00%
3719,LFEX,Materials,Precious Metals Gold Mining ,0.03,0.0755,151.67%
3720,KPCM,Materials,Precious Metals Gold Mining ,0.0019,0.35,18321.05%
3721,CLTH,Energy,Coal & Consumable Fuels ,0.0175,0.0102,-41.71%
3722,MAAL,Financials,Insurance Brokers & Reinsurance,1.38849049633896,1.92421658823218,38.58%
3723,MAYX,Materials,Containers & Packaging,0.1,0.11,10.00%
3724,MBCN,Financials,Banks,12.8564723391873,20.3979672667039,58.66%
3725,NZIH,Industrials,Commercial & Professional Services,0.0036,0.03,733.33%
3726,MERG,Industrials,Construction & Farm Machinery,25.0,5.0,-80.00%
3727,CGEI,Utilities,Multi-Utilities Water Utilities Power,0.152056,0.2195,44.35%
3728,RNGG,Materials,Precious Metals Gold Mining ,0.00404,0.0033,-18.32%
3729,MMMM,Materials,Aluminum Steel,3.8,0.37,-90.26%
3730,WYPH,Health Care,Health Crare Equipment & Technology,0.001,0.02,1900.00%
3731,MSLM,Materials,Precious Metals Gold Mining ,0.01,0.006,-40.00%
3732,CYLC,Energy,Oil & Gas Exploration & Production ,0.0125,0.024,92.00%
3733,NKRN,Energy,Oil & Gas Equipment & Services ,0.001,0.0001,-90.00%
3734,NOPUF,Materials,Precious Metals Gold Mining ,0.0815,2.1112,2490.43%
3735,ECGS,Health Care,Pharmaceuticals,0.003,0.63,20900.00%
3736,WFHG,Energy,Oil & Gas Exploration & Production ,7.52,10.0,32.98%
3737,NRPR,Consumer Staples,Household & Personal Products,0.0032,0.0071,121.88%
3738,NTHD,Health Care,Health Crare Equipment & Technology,0.0001,0.0001,0.00%
3739,RBII,Health Care,Pharmaceuticals,0.001,0.0012,20.00%
3740,WNDW,Information Technology,Semiconductors,3.46,7.62,120.23%
3741,FFZY,Information Technology,Internet Software & IT Services,0.03,0.0086,-71.33%
